Date,^AXJO,^BSESN,^GSPC,^HSI,^JKSE,^KLSE,^KS11,^N225,^NSEI,^NZ50,^STI,^TWII
2010-12-06,4688.60009765625,19981.310546875,1223.1199951171875,23237.689453125,3722.346923828125,1501.739990234375,1953.6400146484375,10167.23046875,5992.25,3293.179931640625,3181.409912109375,8702.23046875
2010-12-07,4726.7998046875,19934.640625,1223.75,23428.150390625,3722.346923828125,1501.739990234375,1962.52001953125,10141.099609375,5976.5498046875,3281.860107421875,3191.8798828125,8704.3896484375
2010-12-08,4699.89990234375,19696.48046875,1228.280029296875,23092.51953125,3769.992919921875,1510.06005859375,1955.719970703125,10232.330078125,5903.7001953125,3294.340087890625,3202.800048828125,8703.7900390625
2010-12-09,4741.2998046875,19242.359375,1233.0,23171.80078125,3786.096923828125,1521.2900390625,1988.9599609375,10285.8798828125,5766.5,3280.56005859375,3210.199951171875,8753.83984375
2010-12-10,4745.89990234375,19508.890625,1240.4000244140625,23162.91015625,3747.714111328125,1507.280029296875,1986.1400146484375,10211.9501953125,5857.35009765625,3272.919921875,3185.419921875,8718.830078125
2010-12-13,4757.10009765625,19691.779296875,1240.4599609375,23317.609375,3692.23193359375,1509.7900390625,1996.5899658203125,10293.8896484375,5907.64990234375,3291.2900390625,3182.320068359375,8736.58984375
2010-12-14,4766.89990234375,19799.189453125,1241.5899658203125,23431.189453125,3689.666015625,1510.5799560546875,2009.050048828125,10316.76953125,5944.10009765625,3288.9599609375,3176.909912109375,8740.4296875
2010-12-15,4767.7998046875,19647.76953125,1235.22998046875,22975.349609375,3658.31396484375,1509.0999755859375,2017.47998046875,10309.7802734375,5892.2998046875,3297.919921875,3147.199951171875,8756.7099609375
2010-12-16,4784.0,19864.849609375,1242.8699951171875,22668.779296875,3571.738037109375,1497.52001953125,2009.239990234375,10311.2900390625,5948.75,3293.780029296875,3147.669921875,8782.2001953125
2010-12-17,4763.10009765625,19864.849609375,1243.9100341796875,22714.849609375,3581.56494140625,1499.8800048828125,2026.300048828125,10303.830078125,5948.75,3325.110107421875,3153.010009765625,8817.900390625
2010-12-20,4736.60009765625,19888.880859375,1247.0799560546875,22639.080078125,3568.81005859375,1495.8800048828125,2020.280029296875,10216.41015625,5947.0498046875,3299.9599609375,3132.9599609375,8768.7197265625
2010-12-21,4771.89990234375,20060.3203125,1254.5999755859375,22993.859375,3637.446044921875,1505.1800537109375,2037.0899658203125,10370.5302734375,6000.64990234375,3319.10009765625,3139.85009765625,8827.7900390625
2010-12-22,4778.39990234375,20015.80078125,1258.8399658203125,23045.189453125,3620.68408203125,1515.050048828125,2038.1099853515625,10346.48046875,5984.39990234375,3322.3798828125,3144.31005859375,8860.490234375
2010-12-23,4799.0,19982.880859375,1256.77001953125,22902.970703125,3611.531005859375,1514.47998046875,2037.530029296875,10346.48046875,5980.0,3333.760009765625,3137.780029296875,8898.8701171875
